Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
305,Game_305,3DS,1999,Misc,Capcom,0.93,1.29,0.98,1.43,4.63
306,Game_306,Wii,1987,Sports,Activision,0.76,0.61,0.39,1.34,3.09
307,Game_307,X360,2002,Simulation,Ubisoft,0.4,0.35,0.14,0.33,1.21
308,Game_308,3DS,2009,Sports,Namco Bandai Games,2.61,0.61,0.99,1.75,5.97
309,Game_309,PS4,2015,Misc,Namco Bandai Games,0.37,0.08,0.09,0.12,0.66
310,Game_310,PS2,1993,Fighting,Namco Bandai Games,1.08,0.34,0.32,1.1,2.84
311,Game_311,PS2,2015,Fighting,THQ,2.87,0.95,1.15,2.97,7.94
312,Game_312,PS3,2014,Shooter,Namco Bandai Games,0.54,0.33,0.12,0.02,1.0
313,Game_313,3DS,2000,Fighting,Sony Computer Entertainment,2.71,1.1,0.92,3.02,7.76
314,Game_314,XOne,1993,Action,Electronic Arts,5.17,1.65,1.24,0.87,8.94
315,Game_315,X360,2002,Action,Electronic Arts,2.42,1.08,1.73,1.77,7.01
316,Game_316,Wii,2004,Action,Activision,7.33,1.99,2.53,6.74,18.6
317,Game_317,Wii,2016,Adventure,Sony Computer Entertainment,0.47,0.24,0.07,0.54,1.32
318,Game_318,3DS,2005,Racing,Capcom,1.23,1.69,0.46,1.61,4.98
319,Game_319,Wii,2014,Sports,Sega,0.5,0.26,0.2,0.44,1.4
320,Game_320,PS2,1994,Sports,Sony Computer Entertainment,0.97,1.0,0.33,0.94,3.23
321,Game_321,X360,2013,Adventure,Electronic Arts,10.23,10.71,5.06,8.81,34.81
322,Game_322,XOne,1994,Shooter,Activision,0.74,0.37,0.46,0.29,1.87
323,Game_323,XOne,2014,Platform,Sega,0.61,0.17,0.27,0.19,1.24
324,Game_324,PSP,2011,Shooter,Konami Digital Entertainment,6.29,2.69,1.79,3.53,14.3
325,Game_325,PSP,1986,Misc,Konami Digital Entertainment,0.34,0.2,0.03,0.04,0.61
326,Game_326,Wii,2005,Platform,THQ,2.14,1.05,0.41,2.52,6.11
327,Game_327,PS4,2012,Shooter,Activision,1.41,0.78,0.58,0.92,3.69
328,Game_328,GBA,2008,Shooter,Sega,0.58,0.26,0.44,1.33,2.61
329,Game_329,XOne,1999,Shooter,Sony Computer Entertainment,3.56,0.67,1.37,0.62,6.22
330,Game_330,DS,2006,Sports,Sega,1.68,0.82,1.29,1.59,5.39
331,Game_331,X360,1983,Sports,Nintendo,2.3,1.03,2.38,4.4,10.11
332,Game_332,PS4,2013,Action,Ubisoft,0.09,0.02,0.02,0.05,0.19
333,Game_333,Wii,2011,Platform,Namco Bandai Games,16.81,10.71,0.84,10.67,39.02
334,Game_334,PSP,1991,Sports,Nintendo,1.31,1.66,0.41,1.97,5.35
335,Game_335,PS3,2005,Sports,Capcom,0.04,0.03,0.03,0.05,0.15
336,Game_336,GBA,2015,Platform,THQ,0.21,0.08,0.09,0.15,0.53
337,Game_337,DS,2016,Shooter,Konami Digital Entertainment,4.18,4.26,3.34,3.43,15.21
338,Game_338,Wii,2004,Simulation,Sony Computer Entertainment,0.18,0.22,0.06,0.34,0.8
339,Game_339,Wii,2011,Racing,Nintendo,0.9,1.19,0.67,0.86,3.62
340,Game_340,PS3,2003,Sports,Nintendo,0.05,0.01,0.02,0.03,0.12
341,Game_341,PS2,2000,Adventure,Capcom,2.61,1.15,0.59,0.32,4.67
342,Game_342,PS4,2001,Fighting,Electronic Arts,4.55,4.36,3.96,5.19,18.07
343,Game_343,PS3,2007,Shooter,Namco Bandai Games,0.69,0.14,0.21,0.13,1.17
344,Game_344,PS2,2005,Fighting,Nintendo,2.41,0.69,0.4,1.62,5.12
345,Game_345,DS,2014,Action,Nintendo,0.08,0.1,0.06,0.1,0.34
346,Game_346,DS,1987,Platform,THQ,3.23,1.68,1.01,2.15,8.07
347,Game_347,X360,1996,Fighting,THQ,0.44,0.26,0.06,0.08,0.84
348,Game_348,PSP,2009,Simulation,Sony Computer Entertainment,4.17,3.93,2.33,4.14,14.57
349,Game_349,XOne,1999,Simulation,THQ,1.7,0.33,0.51,0.35,2.88
350,Game_350,PS2,2005,Role-Playing,Konami Digital Entertainment,0.21,0.13,0.02,0.31,0.68
351,Game_351,3DS,1992,Racing,Konami Digital Entertainment,0.19,0.1,0.06,0.01,0.33
352,Game_352,X360,2016,Fighting,Namco Bandai Games,1.95,1.25,0.84,1.34,5.38
353,Game_353,PS4,1983,Role-Playing,Capcom,11.05,9.98,6.73,6.26,34.02
354,Game_354,3DS,2006,Platform,Konami Digital Entertainment,0.53,0.45,0.24,1.07,2.28
355,Game_355,GBA,1995,Racing,Sega,0.65,0.37,0.04,0.86,1.92
356,Game_356,Wii,2000,Misc,Ubisoft,9.07,1.78,3.82,2.17,16.84
357,Game_357,PS4,2012,Simulation,Nintendo,0.45,0.22,0.19,0.02,0.81
358,Game_358,GBA,2008,Adventure,Ubisoft,0.53,0.31,0.18,0.02,0.91
359,Game_359,PS3,2016,Platform,Sega,1.99,1.44,0.96,0.09,4.45
360,Game_360,X360,2000,Racing,Nintendo,0.2,0.09,0.08,0.08,0.45
361,Game_361,PS2,1998,Role-Playing,Sony Computer Entertainment,0.62,0.31,0.04,0.15,1.11
362,Game_362,DS,1993,Role-Playing,Ubisoft,0.03,0.01,0.01,0.05,0.11
363,Game_363,PS3,2000,Adventure,Konami Digital Entertainment,1.11,0.56,0.28,0.04,1.94
364,Game_364,X360,1995,Platform,Nintendo,0.87,0.34,0.65,1.19,3.06
365,Game_365,PS3,2016,Platform,Sega,0.54,0.37,0.28,0.58,1.77
366,Game_366,PSP,1989,Sports,Capcom,0.56,0.83,0.51,0.81,2.71
367,Game_367,PS2,2001,Racing,Activision,0.78,0.42,0.13,0.11,1.44
368,Game_368,GBA,1997,Action,Ubisoft,1.28,0.88,0.41,0.44,3.01
369,Game_369,3DS,1983,Role-Playing,Konami Digital Entertainment,3.29,0.7,1.3,1.01,6.31
370,Game_370,GBA,1995,Simulation,Sony Computer Entertainment,0.03,0.01,0.01,0.03,0.07
371,Game_371,3DS,2010,Role-Playing,Sega,0.66,0.36,0.27,0.34,1.63
372,Game_372,X360,1990,Shooter,Electronic Arts,1.57,0.7,0.68,1.2,4.15
373,Game_373,Wii,2016,Racing,Activision,0.07,0.09,0.01,0.09,0.27
374,Game_374,PS4,2006,Fighting,Konami Digital Entertainment,1.06,0.71,1.08,2.08,4.93
375,Game_375,Wii,1999,Racing,Nintendo,1.89,0.64,0.38,0.84,3.76
376,Game_376,GBA,2014,Adventure,Nintendo,30.9,24.93,17.95,11.96,85.74
377,Game_377,PS3,2014,Role-Playing,Nintendo,0.39,0.11,0.03,0.19,0.72
378,Game_378,X360,1989,Racing,Electronic Arts,0.13,0.11,0.07,0.04,0.35
379,Game_379,PS3,2001,Simulation,Nintendo,0.22,0.09,0.03,0.05,0.4
380,Game_380,DS,2003,Racing,Sega,0.62,0.63,0.44,1.42,3.11
381,Game_381,3DS,1988,Simulation,THQ,1.62,1.08,0.67,3.96,7.33
382,Game_382,Wii,2011,Fighting,Konami Digital Entertainment,0.65,0.33,0.29,0.03,1.29
383,Game_383,X360,2013,Fighting,Sony Computer Entertainment,0.11,0.05,0.01,0.04,0.21
384,Game_384,GBA,2002,Adventure,Capcom,0.17,0.14,0.11,0.4,0.82
385,Game_385,3DS,1998,Platform,Sega,1.52,0.45,0.5,0.89,3.36
386,Game_386,PS4,2012,Shooter,Ubisoft,0.78,0.28,0.07,0.19,1.32
387,Game_387,GBA,1995,Platform,Electronic Arts,0.19,0.1,0.05,0.55,0.88
388,Game_388,Wii,1996,Role-Playing,Konami Digital Entertainment,3.68,1.87,1.27,0.14,6.78
389,Game_389,GBA,2007,Action,Electronic Arts,0.16,0.09,0.03,0.03,0.32
390,Game_390,Wii,1985,Shooter,Nintendo,0.48,0.23,0.2,0.02,0.92
391,Game_391,XOne,1991,Shooter,Sony Computer Entertainment,0.77,0.79,0.65,1.28,3.49
392,Game_392,X360,2014,Shooter,Capcom,0.93,0.48,0.29,0.08,1.78
393,Game_393,PSP,2000,Shooter,Sega,0.28,0.15,0.13,0.06,0.62
394,Game_394,PS3,2015,Role-Playing,Nintendo,1.16,1.25,0.45,2.39,5.25
395,Game_395,PS2,2000,Platform,Electronic Arts,3.31,1.21,0.76,2.2,7.49
396,Game_396,PS4,1990,Shooter,Sony Computer Entertainment,0.42,0.14,0.13,0.56,1.25
397,Game_397,Wii,2015,Platform,THQ,0.1,0.08,0.01,0.08,0.28
398,Game_398,PS3,1999,Adventure,Sega,2.13,0.42,0.5,0.55,3.6
399,Game_399,PSP,1995,Adventure,Konami Digital Entertainment,0.49,0.43,0.12,0.72,1.76
400,Game_400,GBA,2006,Shooter,Capcom,1.18,0.83,0.48,0.42,2.91
401,Game_401,PSP,2007,Platform,Capcom,0.13,0.19,0.05,0.19,0.56
402,Game_402,X360,1990,Role-Playing,Namco Bandai Games,0.99,0.36,0.05,0.75,2.15
403,Game_403,3DS,2016,Fighting,Electronic Arts,2.45,0.97,0.12,2.42,5.96
404,Game_404,X360,1995,Adventure,Sega,6.08,7.81,4.4,4.94,23.23
405,Game_405,XOne,2014,Platform,Ubisoft,2.88,0.82,1.22,3.0,7.93
406,Game_406,Wii,1998,Shooter,Electronic Arts,2.75,2.68,1.54,2.56,9.53
407,Game_407,PSP,2011,Platform,Electronic Arts,6.98,6.81,0.83,6.48,21.1
408,Game_408,Wii,2013,Fighting,Capcom,0.97,0.25,0.24,0.16,1.62
409,Game_409,PS3,2010,Role-Playing,Nintendo,1.78,2.65,0.22,3.44,8.08
410,Game_410,DS,2001,Sports,Nintendo,1.22,0.73,0.25,1.36,3.56
411,Game_411,PS3,2008,Misc,Capcom,0.44,0.19,0.22,0.25,1.1
412,Game_412,PSP,2003,Action,THQ,3.11,1.45,0.22,1.5,6.29
413,Game_413,PS4,2002,Platform,Sega,3.36,1.87,0.17,0.54,5.93
414,Game_414,PS3,2012,Adventure,Sony Computer Entertainment,0.34,0.19,0.16,0.23,0.92
415,Game_415,PS3,2015,Sports,Sony Computer Entertainment,0.93,0.82,0.38,1.19,3.31
416,Game_416,XOne,2005,Role-Playing,Electronic Arts,6.25,2.5,2.11,1.5,12.36
417,Game_417,PSP,1998,Racing,Konami Digital Entertainment,3.16,1.26,1.22,0.31,5.95
418,Game_418,XOne,1982,Adventure,THQ,2.1,1.98,0.26,2.6,6.94
419,Game_419,GBA,2014,Misc,Konami Digital Entertainment,0.12,0.1,0.07,0.01,0.3
420,Game_420,PS4,1991,Platform,Namco Bandai Games,0.11,0.04,0.03,0.03,0.21
421,Game_421,GBA,2012,Action,THQ,0.01,0.01,0.01,0.02,0.05
422,Game_422,Wii,2003,Misc,Electronic Arts,0.17,0.11,0.05,0.02,0.34
423,Game_423,PSP,2012,Platform,Electronic Arts,0.18,0.12,0.02,0.05,0.37
424,Game_424,X360,2009,Role-Playing,Activision,0.04,0.03,0.01,0.03,0.11
425,Game_425,PSP,1988,Shooter,Sony Computer Entertainment,2.79,1.58,1.1,2.15,7.63
426,Game_426,3DS,2010,Action,Activision,12.52,8.95,5.76,10.59,37.81
427,Game_427,PS2,1985,Racing,THQ,0.89,0.63,0.71,0.93,3.16
428,Game_428,PS2,1996,Misc,Konami Digital Entertainment,0.25,0.12,0.11,0.01,0.49
429,Game_429,X360,2010,Racing,Capcom,1.34,0.77,0.54,0.05,2.51
430,Game_430,X360,2005,Platform,Sega,9.52,5.25,4.81,3.48,23.06
431,Game_431,X360,2003,Racing,Sega,0.45,0.37,0.04,0.22,1.09
432,Game_432,PS3,2009,Sports,Sony Computer Entertainment,2.52,2.36,1.0,0.87,6.76
433,Game_433,X360,2000,Shooter,Sony Computer Entertainment,2.29,0.92,0.5,1.04,4.74
434,Game_434,PS3,1987,Action,Sega,3.11,4.64,3.05,4.6,15.4
435,Game_435,PS4,2007,Role-Playing,Nintendo,5.8,2.66,2.5,3.24,14.2
436,Game_436,X360,2012,Racing,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06
437,Game_437,PSP,1996,Adventure,Electronic Arts,1.61,1.26,0.93,0.5,4.3
438,Game_438,3DS,2007,Adventure,Sony Computer Entertainment,0.06,0.04,0.01,0.06,0.18
439,Game_439,PS3,2008,Adventure,Electronic Arts,0.13,0.07,0.08,0.06,0.35
440,Game_440,PSP,2004,Fighting,Namco Bandai Games,1.36,0.61,0.22,0.17,2.36
441,Game_441,DS,1998,Adventure,Ubisoft,1.59,1.43,0.83,0.28,4.14
442,Game_442,Wii,2012,Action,Nintendo,0.77,0.6,0.1,2.17,3.64
443,Game_443,X360,2014,Racing,Nintendo,1.07,0.43,0.4,0.98,2.88
444,Game_444,GBA,2011,Simulation,Sony Computer Entertainment,0.79,0.96,0.69,0.9,3.34
445,Game_445,PSP,2011,Role-Playing,Capcom,0.69,0.29,0.15,0.49,1.62
446,Game_446,DS,2016,Shooter,Sony Computer Entertainment,0.53,0.22,0.21,0.28,1.24
447,Game_447,PSP,1997,Simulation,Activision,0.09,0.08,0.01,0.17,0.35
448,Game_448,DS,2015,Racing,Capcom,3.12,1.03,1.46,3.15,8.76
449,Game_449,PS3,2011,Adventure,Sega,1.99,1.16,0.34,0.07,3.49
450,Game_450,DS,2006,Shooter,Konami Digital Entertainment,0.12,0.05,0.04,0.0,0.2
451,Game_451,PS4,2011,Sports,THQ,0.49,0.58,0.54,0.61,2.23
452,Game_452,PSP,1989,Shooter,Electronic Arts,1.99,1.1,0.27,1.03,4.39
453,Game_453,PSP,2010,Sports,Electronic Arts,0.21,0.29,0.16,0.34,1.0
454,Game_454,XOne,2010,Platform,Ubisoft,1.61,0.65,0.37,0.14,2.76
455,Game_455,PS3,2003,Racing,Electronic Arts,1.27,0.73,0.3,0.64,2.94
456,Game_456,XOne,1988,Simulation,Capcom,0.28,0.3,0.27,0.35,1.21
457,Game_457,GBA,2014,Simulation,Konami Digital Entertainment,0.6,0.36,0.17,1.27,2.39
458,Game_458,GBA,2010,Fighting,Nintendo,1.27,0.65,0.11,0.18,2.2
459,Game_459,DS,2001,Misc,Electronic Arts,1.59,1.17,0.99,1.17,4.93
460,Game_460,3DS,2003,Sports,Ubisoft,0.59,0.89,0.1,1.07,2.65
461,Game_461,Wii,2004,Shooter,Konami Digital Entertainment,0.07,0.02,0.01,0.03,0.13
462,Game_462,3DS,1997,Misc,Electronic Arts,0.28,0.14,0.2,0.2,0.82
463,Game_463,Wii,1994,Sports,Sony Computer Entertainment,0.5,0.38,0.32,0.37,1.57
464,Game_464,PSP,1993,Adventure,Nintendo,0.15,0.08,0.01,0.22,0.46
465,Game_465,GBA,1995,Action,Electronic Arts,0.05,0.01,0.01,0.02,0.1
466,Game_466,PS4,2004,Sports,Namco Bandai Games,0.54,0.24,0.06,0.06,0.91
467,Game_467,GBA,1987,Misc,Electronic Arts,0.66,0.45,0.25,0.34,1.69
468,Game_468,GBA,2010,Fighting,Namco Bandai Games,0.5,0.13,0.18,0.16,0.97
469,Game_469,XOne,2003,Action,Electronic Arts,1.05,0.54,0.41,0.43,2.44
470,Game_470,GBA,1997,Simulation,Sega,0.12,0.04,0.01,0.07,0.25
471,Game_471,DS,2014,Shooter,Namco Bandai Games,1.01,1.06,0.78,0.35,3.2
472,Game_472,PS4,2007,Platform,Namco Bandai Games,0.49,0.28,0.08,0.02,0.86
473,Game_473,DS,2011,Role-Playing,Sega,29.61,19.57,11.11,7.69,67.97
474,Game_474,PS2,2008,Role-Playing,Ubisoft,24.73,6.82,6.2,11.69,49.44
475,Game_475,PS2,2001,Simulation,Capcom,1.16,0.6,0.32,0.04,2.04
476,Game_476,PS4,1982,Misc,Activision,1.97,0.89,0.71,0.33,3.9
477,Game_477,PS3,2015,Sports,Konami Digital Entertainment,0.13,0.06,0.05,0.03,0.27
478,Game_478,Wii,1992,Action,Sega,1.65,1.36,0.25,1.13,4.39
479,Game_479,PS3,1985,Fighting,Electronic Arts,0.55,0.66,0.36,0.43,2.01
480,Game_480,3DS,2008,Shooter,THQ,0.47,0.55,0.14,0.72,1.88
481,Game_481,DS,2010,Simulation,THQ,0.4,0.35,0.15,0.32,1.22
482,Game_482,PS2,1990,Shooter,Namco Bandai Games,1.44,0.46,1.03,1.33,4.26
483,Game_483,X360,2010,Misc,Electronic Arts,0.1,0.08,0.05,0.09,0.32
484,Game_484,PSP,2006,Adventure,Electronic Arts,1.17,1.27,0.08,1.21,3.74
485,Game_485,PS4,2011,Role-Playing,THQ,4.13,1.8,1.22,6.11,13.26
486,Game_486,3DS,2014,Sports,Nintendo,0.44,0.36,0.25,0.02,1.05
487,Game_487,PSP,2004,Fighting,Nintendo,0.19,0.07,0.04,0.02,0.32
488,Game_488,PSP,1998,Adventure,Sega,1.29,0.74,0.39,0.15,2.58
489,Game_489,DS,2015,Shooter,Capcom,2.6,2.42,1.88,1.77,8.67
490,Game_490,GBA,2001,Role-Playing,THQ,0.44,0.18,0.17,0.6,1.39
491,Game_491,X360,2011,Adventure,Konami Digital Entertainment,2.56,2.93,1.47,3.37,10.33
492,Game_492,3DS,1999,Adventure,Ubisoft,0.55,0.29,0.17,0.11,1.12
493,Game_493,PSP,2002,Action,THQ,1.97,0.9,0.64,0.22,3.73
494,Game_494,PS3,2015,Adventure,Sega,1.28,0.27,0.17,0.5,2.22
495,Game_495,3DS,2012,Racing,THQ,0.24,0.09,0.12,0.1,0.55
496,Game_496,XOne,2012,Shooter,THQ,0.31,0.28,0.1,0.46,1.14
497,Game_497,PSP,2015,Adventure,Sega,0.17,0.07,0.1,0.35,0.7
498,Game_498,DS,1997,Action,Electronic Arts,0.22,0.24,0.2,0.22,0.88
499,Game_499,PSP,2011,Platform,Namco Bandai Games,0.13,0.04,0.02,0.05,0.24
500,Game_500,PS2,1990,Platform,Namco Bandai Games,0.06,0.04,0.04,0.06,0.2
501,Game_501,PS2,2013,Racing,Nintendo,0.9,0.24,0.28,0.77,2.19
502,Game_502,PSP,2003,Sports,Activision,1.08,1.07,0.69,0.39,3.23
503,Game_503,GBA,1997,Shooter,Namco Bandai Games,0.5,0.24,0.25,0.2,1.19
504,Game_504,PS2,2013,Misc,Activision,0.16,0.12,0.07,0.29,0.64
505,Game_505,DS,2010,Role-Playing,Nintendo,0.57,0.54,0.16,1.38,2.65
506,Game_506,X360,2014,Platform,Nintendo,0.4,0.28,0.24,0.08,1.0
507,Game_507,XOne,1997,Misc,Nintendo,0.02,0.01,0.0,0.03,0.06
508,Game_508,PS3,2000,Racing,Konami Digital Entertainment,0.23,0.17,0.13,0.08,0.61
509,Game_509,DS,1993,Platform,Nintendo,0.41,0.38,0.09,0.28,1.16
510,Game_510,XOne,2013,Adventure,Sega,3.06,2.3,0.9,3.2,9.46
511,Game_511,X360,1986,Adventure,Electronic Arts,0.1,0.05,0.07,0.11,0.33
512,Game_512,X360,2013,Platform,Electronic Arts,3.55,2.92,0.8,2.6,9.87
513,Game_513,X360,2016,Fighting,THQ,0.02,0.01,0.0,0.02,0.05
514,Game_514,DS,2014,Role-Playing,THQ,0.08,0.03,0.01,0.09,0.21
515,Game_515,PS4,2003,Adventure,Capcom,0.3,0.13,0.21,0.59,1.23
516,Game_516,PS3,2008,Adventure,Namco Bandai Games,0.16,0.16,0.13,0.08,0.53
517,Game_517,PS2,2000,Sports,Sega,0.15,0.17,0.08,0.29,0.68
518,Game_518,3DS,1985,Platform,Sega,0.73,0.25,0.04,0.39,1.41
519,Game_519,Wii,2008,Misc,Sony Computer Entertainment,0.06,0.02,0.03,0.01,0.12
520,Game_520,XOne,2002,Action,Electronic Arts,0.8,0.84,0.64,0.47,2.75
521,Game_521,PSP,1991,Racing,THQ,1.0,1.02,0.55,1.98,4.55
522,Game_522,Wii,2001,Role-Playing,Namco Bandai Games,0.15,0.08,0.05,0.25,0.52
523,Game_523,Wii,2015,Fighting,Sony Computer Entertainment,0.09,0.05,0.07,0.13,0.34
524,Game_524,X360,2008,Misc,Activision,0.03,0.03,0.01,0.05,0.12
525,Game_525,Wii,2014,Role-Playing,Sega,0.24,0.22,0.17,0.19,0.82
526,Game_526,Wii,2010,Sports,Activision,0.04,0.05,0.03,0.07,0.19
527,Game_527,Wii,1990,Sports,Capcom,0.59,0.34,0.24,1.21,2.38
528,Game_528,DS,2012,Shooter,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02
529,Game_529,XOne,2008,Action,THQ,1.15,0.52,0.43,0.07,2.18
530,Game_530,PS3,1984,Action,Electronic Arts,1.24,0.46,0.53,0.89,3.12
531,Game_531,GBA,2012,Sports,Capcom,2.1,1.71,1.0,1.55,6.36
532,Game_532,PS3,2008,Platform,Ubisoft,1.01,0.95,0.23,1.05,3.24
533,Game_533,XOne,2010,Action,Nintendo,0.11,0.07,0.08,0.24,0.49
534,Game_534,PS4,2014,Sports,Capcom,2.09,0.97,0.23,1.48,4.78
535,Game_535,3DS,1985,Fighting,Activision,0.77,0.4,0.28,0.05,1.5
536,Game_536,PS3,2005,Fighting,Activision,2.29,3.36,1.59,3.17,10.42
537,Game_537,XOne,2007,Racing,Capcom,2.57,3.07,2.23,2.36,10.22
538,Game_538,PSP,1994,Role-Playing,Ubisoft,1.04,0.63,0.53,0.04,2.12
539,Game_539,PS2,2008,Role-Playing,Ubisoft,0.28,0.23,0.1,0.78,1.39
540,Game_540,XOne,2010,Shooter,THQ,0.5,0.68,0.23,1.0,2.41
541,Game_541,GBA,2010,Action,Sega,0.47,0.47,0.24,0.26,1.45
542,Game_542,PS2,1999,Racing,Namco Bandai Games,0.0,0.0,0.0,0.0,0.01
543,Game_543,XOne,2007,Role-Playing,Namco Bandai Games,1.04,0.39,0.34,0.21,1.98
544,Game_544,PS4,2016,Simulation,THQ,2.59,0.89,0.26,2.87,6.6
545,Game_545,PSP,2013,Simulation,Sony Computer Entertainment,3.7,1.97,1.26,4.25,11.19
546,Game_546,PSP,2010,Simulation,Namco Bandai Games,0.95,0.78,0.47,0.54,2.74
547,Game_547,Wii,1992,Role-Playing,Sega,0.6,0.12,0.2,0.08,1.01
548,Game_548,PS4,2010,Platform,Ubisoft,4.81,3.63,0.89,2.79,12.12
549,Game_549,XOne,1997,Adventure,Capcom,0.66,0.36,0.06,0.44,1.52
550,Game_550,GBA,1988,Shooter,THQ,0.11,0.1,0.08,0.09,0.38
551,Game_551,X360,1987,Platform,Ubisoft,3.63,1.96,1.0,0.13,6.49
552,Game_552,XOne,2011,Misc,THQ,0.06,0.02,0.03,0.05,0.16
553,Game_553,X360,2007,Racing,Konami Digital Entertainment,0.16,0.07,0.07,0.05,0.35
554,Game_554,PSP,2004,Fighting,THQ,5.38,1.87,1.6,1.58,10.43
555,Game_555,PS4,2001,Platform,Namco Bandai Games,0.4,0.21,0.39,0.65,1.65
556,Game_556,XOne,2014,Fighting,Namco Bandai Games,0.11,0.14,0.09,0.22,0.56
557,Game_557,3DS,2004,Platform,THQ,4.49,2.64,1.09,9.46,17.68
558,Game_558,PS3,1998,Platform,Ubisoft,0.22,0.1,0.12,0.25,0.69
559,Game_559,Wii,1986,Platform,Capcom,0.13,0.09,0.05,0.26,0.52
560,Game_560,PS4,2006,Sports,Namco Bandai Games,0.29,0.23,0.17,0.42,1.11
561,Game_561,3DS,1990,Misc,Sega,26.45,14.72,4.17,4.43,49.76
562,Game_562,PS2,2015,Adventure,Capcom,0.53,0.13,0.17,0.07,0.9
563,Game_563,PSP,1987,Shooter,Konami Digital Entertainment,1.34,0.56,0.66,0.44,3.0
564,Game_564,PS2,1983,Racing,Activision,0.36,0.15,0.03,0.25,0.79
565,Game_565,PS3,2008,Platform,Konami Digital Entertainment,0.31,0.18,0.15,0.46,1.11
566,Game_566,PS3,1989,Platform,Capcom,0.11,0.05,0.02,0.03,0.21
567,Game_567,GBA,2016,Shooter,THQ,0.47,0.27,0.18,0.02,0.89
568,Game_568,3DS,1999,Misc,Capcom,0.37,0.34,0.09,0.8,1.6
569,Game_569,X360,1995,Platform,Sony Computer Entertainment,0.01,0.01,0.0,0.01,0.02
570,Game_570,DS,2006,Shooter,Nintendo,15.4,8.66,7.96,3.84,35.85
571,Game_571,DS,2007,Fighting,THQ,0.98,0.24,0.51,0.41,2.14
572,Game_572,XOne,2013,Action,Sega,0.13,0.08,0.04,0.0,0.22
573,Game_573,PS4,2012,Role-Playing,Sega,1.03,0.23,0.49,0.34,2.09
574,Game_574,PS3,1990,Fighting,Namco Bandai Games,0.32,0.28,0.11,0.25,0.95
575,Game_575,PS2,2009,Role-Playing,Sega,5.34,3.25,1.22,6.57,16.37
576,Game_576,PSP,1991,Sports,Activision,2.11,1.06,0.58,0.73,4.47
577,Game_577,PS3,2015,Fighting,THQ,1.86,0.55,0.39,0.7,3.5
578,Game_578,GBA,2003,Platform,THQ,0.2,0.15,0.2,0.43,0.98
579,Game_579,PS2,1999,Shooter,Ubisoft,0.18,0.12,0.06,0.14,0.5
580,Game_580,PSP,2006,Platform,Namco Bandai Games,1.12,0.42,0.18,1.41,3.12
581,Game_581,DS,2016,Adventure,Nintendo,0.39,0.2,0.21,0.34,1.14
582,Game_582,PS3,2010,Misc,Electronic Arts,0.17,0.06,0.03,0.11,0.37
583,Game_583,XOne,1997,Shooter,Nintendo,0.27,0.34,0.12,0.51,1.25
584,Game_584,PS4,2011,Racing,Capcom,0.05,0.02,0.02,0.04,0.13
585,Game_585,PSP,2000,Racing,Electronic Arts,0.13,0.08,0.09,0.1,0.41
586,Game_586,PSP,1997,Sports,Nintendo,0.97,0.94,0.13,1.82,3.86
587,Game_587,PS2,1986,Role-Playing,Nintendo,1.93,0.73,1.51,2.76,6.94
588,Game_588,PS4,2007,Sports,Namco Bandai Games,0.93,0.45,0.16,0.24,1.78
589,Game_589,3DS,1998,Shooter,Electronic Arts,0.14,0.08,0.07,0.18,0.47
590,Game_590,3DS,2008,Platform,Sega,0.15,0.08,0.04,0.37,0.63
591,Game_591,Wii,2006,Sports,Nintendo,2.17,2.78,1.84,3.79,10.58
592,Game_592,Wii,2013,Action,Namco Bandai Games,0.38,0.25,0.16,0.12,0.91
593,Game_593,PS3,2013,Role-Playing,Capcom,0.12,0.12,0.04,0.19,0.47
594,Game_594,DS,1988,Shooter,Konami Digital Entertainment,1.16,1.43,0.61,1.34,4.53
595,Game_595,3DS,2010,Simulation,Sega,0.19,0.08,0.12,0.12,0.51
596,Game_596,GBA,2009,Adventure,Namco Bandai Games,4.64,1.15,0.46,2.11,8.36
597,Game_597,GBA,2000,Action,Activision,0.67,0.41,0.15,0.24,1.47
598,Game_598,PSP,1993,Role-Playing,Konami Digital Entertainment,1.0,0.69,0.28,1.45,3.42
599,Game_599,XOne,1996,Fighting,Ubisoft,0.32,0.09,0.11,0.12,0.64
600,Game_600,X360,2009,Action,Sega,4.48,1.33,1.65,0.52,7.98
601,Game_601,Wii,1990,Shooter,Capcom,2.91,1.57,0.44,0.38,5.31
602,Game_602,PS3,2015,Misc,Sony Computer Entertainment,0.88,0.34,0.25,0.39,1.87
603,Game_603,3DS,2009,Shooter,Activision,0.38,0.44,0.12,0.68,1.61
604,Game_604,X360,2015,Role-Playing,Sony Computer Entertainment,0.74,0.18,0.25,0.19,1.36
605,Game_605,XOne,2011,Platform,Ubisoft,4.86,4.74,3.62,1.83,15.05
606,Game_606,GBA,1997,Misc,Sega,6.42,3.27,2.02,0.44,12.15
607,Game_607,DS,2003,Fighting,Electronic Arts,5.94,3.1,0.49,1.64,11.17
608,Game_608,PS2,2013,Simulation,Ubisoft,0.32,0.26,0.29,0.43,1.31
609,Game_609,PSP,1987,Sports,Ubisoft,2.33,1.63,0.26,0.94,5.15
610,Game_610,Wii,2016,Action,Electronic Arts,0.08,0.06,0.05,0.17,0.35
